img_name,labels,ids,x_min,y_min,width,height,img_path
VOC2007/JPEGImages/007133.jpg,1,11152,19,134,147,57,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007133.jpg
VOC2007/JPEGImages/007133.jpg,1,11153,119,156,160,24,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007133.jpg
VOC2007/JPEGImages/007153.jpg,1,11182,0,95,34,64,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007153.jpg
VOC2007/JPEGImages/007159.jpg,1,11184,434,150,65,59,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007159.jpg
VOC2007/JPEGImages/007167.jpg,1,11197,8,97,338,121,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007167.jpg
VOC2007/JPEGImages/007167.jpg,1,11198,50,106,449,199,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007167.jpg
VOC2007/JPEGImages/007205.jpg,1,11260,129,148,71,71,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007205.jpg
VOC2007/JPEGImages/007205.jpg,1,11261,9,187,131,137,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007205.jpg
VOC2007/JPEGImages/007205.jpg,1,11262,199,169,23,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007205.jpg
VOC2007/JPEGImages/007208.jpg,1,11265,0,0,184,58,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007208.jpg
VOC2007/JPEGImages/007247.jpg,1,11323,99,92,394,198,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007247.jpg
VOC2007/JPEGImages/007247.jpg,1,11324,449,222,50,95,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007247.jpg
VOC2007/JPEGImages/007261.jpg,1,11335,0,291,159,140,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007261.jpg
VOC2007/JPEGImages/007261.jpg,1,11336,195,287,181,191,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007261.jpg
VOC2007/JPEGImages/007270.jpg,1,11346,127,180,146,118,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007270.jpg
VOC2007/JPEGImages/007270.jpg,1,11348,349,157,95,30,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007270.jpg
VOC2007/JPEGImages/007279.jpg,1,11358,54,236,100,35,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007279.jpg
VOC2007/JPEGImages/007279.jpg,1,11359,4,256,40,13,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007279.jpg
VOC2007/JPEGImages/007283.jpg,1,11364,235,49,68,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007283.jpg
VOC2007/JPEGImages/007284.jpg,1,11365,77,71,307,135,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007284.jpg
VOC2007/JPEGImages/007285.jpg,1,11367,1,42,373,457,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007285.jpg
VOC2007/JPEGImages/007294.jpg,1,11372,269,171,91,80,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007294.jpg
VOC2007/JPEGImages/007305.jpg,1,11398,441,64,47,34,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11399,346,62,61,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11400,302,66,45,35,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11401,262,69,42,31,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11402,218,71,44,31,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11403,103,74,61,30,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11404,52,81,55,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11405,21,80,50,24,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11406,392,73,41,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007305.jpg,1,11408,0,80,37,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007305.jpg
VOC2007/JPEGImages/007346.jpg,1,11469,355,137,33,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007346.jpg
VOC2007/JPEGImages/007363.jpg,1,11486,31,97,387,166,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007363.jpg
VOC2007/JPEGImages/007374.jpg,1,11520,196,218,123,55,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007374.jpg
VOC2007/JPEGImages/007374.jpg,1,11521,41,206,90,57,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007374.jpg
VOC2007/JPEGImages/007376.jpg,1,11528,403,236,96,97,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007376.jpg
VOC2007/JPEGImages/007383.jpg,1,11531,323,206,61,31,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007383.jpg
VOC2007/JPEGImages/007383.jpg,1,11532,402,206,70,34,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007383.jpg
VOC2007/JPEGImages/007383.jpg,1,11533,465,196,34,41,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007383.jpg
VOC2007/JPEGImages/007396.jpg,1,11553,42,65,149,65,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007396.jpg
VOC2007/JPEGImages/007414.jpg,1,11570,186,106,199,89,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007414.jpg
VOC2007/JPEGImages/007422.jpg,1,11578,115,134,282,149,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007422.jpg
VOC2007/JPEGImages/007424.jpg,1,11579,89,60,361,209,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007424.jpg
VOC2007/JPEGImages/007427.jpg,1,11582,403,159,96,215,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007427.jpg
VOC2007/JPEGImages/007427.jpg,1,11583,378,141,121,215,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007427.jpg
VOC2007/JPEGImages/007427.jpg,1,11584,268,207,44,76,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007427.jpg
VOC2007/JPEGImages/007427.jpg,1,11585,288,205,32,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007427.jpg
VOC2007/JPEGImages/007446.jpg,1,11624,191,124,154,59,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007446.jpg
VOC2007/JPEGImages/007446.jpg,1,11625,0,120,42,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007446.jpg
VOC2007/JPEGImages/007468.jpg,1,11665,2,0,490,358,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007468.jpg
VOC2007/JPEGImages/007475.jpg,1,11670,0,45,350,286,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007475.jpg
VOC2007/JPEGImages/007479.jpg,1,11672,4,23,495,237,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007479.jpg
VOC2007/JPEGImages/007479.jpg,1,11673,81,47,43,21,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007479.jpg
VOC2007/JPEGImages/007490.jpg,1,11688,229,213,154,71,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007490.jpg
VOC2007/JPEGImages/007490.jpg,1,11689,103,210,160,67,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007490.jpg
VOC2007/JPEGImages/007497.jpg,1,11695,161,177,192,92,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007497.jpg,1,11696,308,123,77,71,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007497.jpg,1,11697,1,145,159,61,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007497.jpg,1,11698,230,50,84,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007497.jpg,1,11699,328,72,95,46,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007497.jpg,1,11705,132,61,90,46,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007497.jpg
VOC2007/JPEGImages/007525.jpg,1,11731,133,184,270,152,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007525.jpg
VOC2007/JPEGImages/007527.jpg,1,11734,27,371,32,32,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11735,236,376,79,48,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11736,283,389,71,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11737,312,389,130,41,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11738,209,388,30,27,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11739,181,379,51,37,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11740,132,381,44,29,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11741,107,380,41,27,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11742,156,383,34,30,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11743,78,381,32,23,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11744,72,381,14,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007527.jpg,1,11745,59,378,23,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007527.jpg
VOC2007/JPEGImages/007566.jpg,1,11798,1,29,494,304,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007566.jpg
VOC2007/JPEGImages/007566.jpg,1,11799,89,0,99,69,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007566.jpg
VOC2007/JPEGImages/007592.jpg,1,11858,7,120,315,199,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007592.jpg
VOC2007/JPEGImages/007601.jpg,1,11868,18,67,463,231,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007601.jpg
VOC2007/JPEGImages/007601.jpg,1,11869,1,90,48,90,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007601.jpg
VOC2007/JPEGImages/007614.jpg,1,11880,23,39,435,291,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007614.jpg
VOC2007/JPEGImages/007622.jpg,1,11891,1,0,495,329,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007622.jpg
VOC2007/JPEGImages/007647.jpg,1,11932,110,235,222,99,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007647.jpg
VOC2007/JPEGImages/007650.jpg,1,11938,0,315,41,49,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007650.jpg
VOC2007/JPEGImages/007650.jpg,1,11939,1,301,18,14,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007650.jpg
VOC2007/JPEGImages/007653.jpg,1,11940,16,164,455,117,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007653.jpg
VOC2007/JPEGImages/007663.jpg,1,11948,48,93,412,202,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007663.jpg
VOC2007/JPEGImages/007667.jpg,1,11956,457,332,36,20,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007667.jpg
VOC2007/JPEGImages/007691.jpg,1,11982,269,84,230,236,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007691.jpg
VOC2007/JPEGImages/007699.jpg,1,11990,1,49,498,325,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007699.jpg
VOC2007/JPEGImages/007709.jpg,1,12005,55,115,414,160,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007709.jpg
VOC2007/JPEGImages/007709.jpg,1,12006,308,88,191,99,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007709.jpg
VOC2007/JPEGImages/007709.jpg,1,12007,201,58,91,39,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007709.jpg
VOC2007/JPEGImages/007709.jpg,1,12009,393,60,106,48,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007709.jpg
VOC2007/JPEGImages/007721.jpg,1,12021,35,171,254,99,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007721.jpg
VOC2007/JPEGImages/007721.jpg,1,12022,0,267,499,104,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007721.jpg
VOC2007/JPEGImages/007721.jpg,1,12023,1,229,204,51,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007721.jpg
VOC2007/JPEGImages/007731.jpg,1,12032,25,188,314,285,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007731.jpg
VOC2007/JPEGImages/007736.jpg,1,12042,179,175,64,37,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007736.jpg,1,12043,149,177,38,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007736.jpg,1,12044,127,170,25,28,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007736.jpg,1,12045,18,174,15,10,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007736.jpg,1,12046,32,175,6,8,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007736.jpg,1,12047,340,176,17,10,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007736.jpg
VOC2007/JPEGImages/007745.jpg,1,12055,42,38,444,298,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007745.jpg
VOC2007/JPEGImages/007779.jpg,1,12111,110,247,75,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007779.jpg
VOC2007/JPEGImages/007779.jpg,1,12112,185,220,119,77,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007779.jpg
VOC2007/JPEGImages/007779.jpg,1,12113,304,246,82,48,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007779.jpg
VOC2007/JPEGImages/007790.jpg,1,12120,145,0,64,60,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007790.jpg
VOC2007/JPEGImages/007790.jpg,1,12121,187,0,79,52,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007790.jpg
VOC2007/JPEGImages/007815.jpg,1,12177,30,44,370,241,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007815.jpg
VOC2007/JPEGImages/007819.jpg,1,12181,31,109,61,21,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007819.jpg
VOC2007/JPEGImages/007821.jpg,1,12184,22,57,290,254,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007821.jpg
VOC2007/JPEGImages/007843.jpg,1,12210,48,305,422,144,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007843.jpg
VOC2007/JPEGImages/007855.jpg,1,12217,446,215,28,16,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007855.jpg
VOC2007/JPEGImages/007856.jpg,1,12218,150,117,243,112,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007856.jpg
VOC2007/JPEGImages/007883.jpg,1,12255,441,192,35,17,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007883.jpg
VOC2007/JPEGImages/007883.jpg,1,12256,428,191,15,16,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007883.jpg
VOC2007/JPEGImages/007898.jpg,1,12277,0,0,399,365,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007898.jpg
VOC2007/JPEGImages/007905.jpg,1,12290,14,86,481,243,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007905.jpg
VOC2007/JPEGImages/007921.jpg,1,12330,57,256,176,94,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007921.jpg
VOC2007/JPEGImages/007931.jpg,1,12352,51,45,406,279,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007931.jpg
VOC2007/JPEGImages/007931.jpg,1,12353,413,91,86,159,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007931.jpg
VOC2007/JPEGImages/007932.jpg,1,12358,78,176,187,91,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12359,213,166,120,57,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12360,267,162,101,50,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12364,0,187,145,142,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12365,357,161,41,32,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12366,386,160,27,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007932.jpg,1,12367,403,155,17,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007932.jpg
VOC2007/JPEGImages/007950.jpg,1,12381,0,314,55,35,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007950.jpg
VOC2007/JPEGImages/007950.jpg,1,12382,109,310,61,27,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007950.jpg
VOC2007/JPEGImages/007950.jpg,1,12383,83,311,36,23,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007950.jpg
VOC2007/JPEGImages/007950.jpg,1,12384,36,309,45,26,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007950.jpg
VOC2007/JPEGImages/007950.jpg,1,12385,276,314,91,22,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007950.jpg
VOC2007/JPEGImages/007963.jpg,1,12426,456,229,43,18,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007963.jpg
VOC2007/JPEGImages/007963.jpg,1,12427,0,321,79,53,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007963.jpg
VOC2007/JPEGImages/007963.jpg,1,12429,0,337,37,37,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007963.jpg
VOC2007/JPEGImages/007964.jpg,1,12430,51,117,355,127,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007964.jpg
VOC2007/JPEGImages/007970.jpg,1,12433,100,145,225,153,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007970.jpg
VOC2007/JPEGImages/007970.jpg,1,12434,295,162,204,85,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007970.jpg
VOC2007/JPEGImages/007971.jpg,1,12436,0,0,499,332,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/007971.jpg
VOC2007/JPEGImages/008001.jpg,1,12480,251,24,248,106,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008001.jpg
VOC2007/JPEGImages/008001.jpg,1,12481,392,85,107,65,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008001.jpg
VOC2007/JPEGImages/008001.jpg,1,12482,51,95,406,186,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008001.jpg
VOC2007/JPEGImages/008001.jpg,1,12483,195,46,70,78,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008001.jpg
VOC2007/JPEGImages/008019.jpg,1,12505,380,163,99,154,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008019.jpg
VOC2007/JPEGImages/008019.jpg,1,12506,0,150,168,117,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008019.jpg
VOC2007/JPEGImages/008026.jpg,1,12519,30,193,39,27,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008026.jpg
VOC2007/JPEGImages/008031.jpg,1,12521,14,81,468,221,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008031.jpg
VOC2007/JPEGImages/008037.jpg,1,12526,146,49,314,184,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008037.jpg
VOC2007/JPEGImages/008044.jpg,1,12558,449,185,50,51,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008044.jpg
VOC2007/JPEGImages/008044.jpg,1,12559,239,203,152,43,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008044.jpg
VOC2007/JPEGImages/008057.jpg,1,12571,60,118,317,105,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008057.jpg
VOC2007/JPEGImages/008060.jpg,1,12572,4,125,495,226,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008060.jpg
VOC2007/JPEGImages/008079.jpg,1,12629,47,136,111,61,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008079.jpg
VOC2007/JPEGImages/008087.jpg,1,12641,72,132,385,147,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008087.jpg
VOC2007/JPEGImages/008093.jpg,1,12645,0,283,83,91,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008093.jpg
VOC2007/JPEGImages/008098.jpg,1,12650,72,175,27,16,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008098.jpg
VOC2007/JPEGImages/008098.jpg,1,12651,266,155,95,42,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008098.jpg
VOC2007/JPEGImages/008098.jpg,1,12652,359,162,126,51,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008098.jpg
VOC2007/JPEGImages/008098.jpg,1,12655,229,158,34,29,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008098.jpg
VOC2007/JPEGImages/008105.jpg,1,12661,21,70,450,255,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12662,280,64,219,128,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12663,64,45,128,58,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12664,0,53,65,81,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12665,0,32,57,38,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12666,53,33,57,34,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12670,379,38,63,25,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12671,290,36,93,28,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12672,214,39,89,34,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12673,120,31,62,19,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12674,263,29,45,24,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008105.jpg,1,12675,0,243,39,131,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008105.jpg
VOC2007/JPEGImages/008108.jpg,1,12696,239,222,116,101,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008108.jpg
VOC2007/JPEGImages/008160.jpg,1,12768,21,68,355,297,/data/tmp_teja/datacv/data/source_pool/voc_train/VOC2007/JPEGImages/008160.jpg
